,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,lstm0,0.9225,0.7425862907146329,0.7164634146341463,0.7580645161290324,0.7885906040268457,0.6564245810055865,1979,123,63,235
