,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,mlp0scaled,0.9191666666666667,0.7030545818728091,0.6900958466453675,0.7105263157894737,0.7248322147651006,0.6585365853658537,1990,112,82,216
