,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,convlstm2,0.9245833333333333,0.7918017600741084,0.7439886845827439,0.8213616489693941,0.8825503355704698,0.6430317848410758,1956,146,35,263
