,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,fasttext,0.7679166666666667,0.5915155661991105,0.48852157943067037,0.670700958144226,0.8926174496644296,0.336283185840708,1577,525,32,266
