,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,mlp0,0.94,0.7229983879634606,0.7419354838709676,0.712809917355372,0.6946308724832215,0.7961538461538461,2049,53,91,207
