,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,logreg,0.93625,0.7637418053454362,0.752827140549273,0.7699933906146729,0.7818791946308725,0.7258566978193146,2014,88,65,233
