,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,emb0,0.92,0.6558372952984681,0.6655052264808362,0.6505449591280653,0.6409395973154363,0.6920289855072463,2017,85,107,191
