,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,mlp3scaled,0.9320833333333334,0.7123754588358678,0.7194492254733218,0.7084745762711864,0.7013422818791947,0.7385159010600707,2028,74,89,209
