,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,lstm2,0.9295833333333333,0.7446223111555778,0.7304625199362041,0.7527942143326759,0.7684563758389261,0.6960486322188449,2002,100,69,229
