,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,bilstm2,0.9333333333333333,0.737044638276039,0.7342192691029901,0.7386363636363636,0.7416107382550335,0.7269736842105263,2019,83,77,221
