,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,textcat,0.7766666666666666,0.619679945522642,0.510948905109489,0.7035175879396984,0.9395973154362416,0.3508771929824561,1584,518,18,280
