,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,cld3,0.5808333333333333,0.4730007714065313,0.36005089058524176,0.5738037307380374,0.9496644295302014,0.22213500784929358,1111,991,15,283
