,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,convbilstm0,0.9383333333333334,0.7945508100147276,0.7708978328173376,0.8084415584415584,0.8355704697986577,0.7155172413793104,2003,99,49,249
