,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,convlstm0,0.9383333333333334,0.7796101949025487,0.7643312101910829,0.7884362680683312,0.8053691275167785,0.7272727272727273,2012,90,58,240
