model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
svm,0.93375,0.6836512261580382,0.708256880733945,0.6706045865184156,0.6476510067114094,0.7813765182186235,2048,54,105,193
