,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,emb2,0.9341666666666667,0.7735802469135804,0.7531249999999999,0.7855280312907431,0.8087248322147651,0.7046783625730995,2001,101,57,241
