,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,ridge,0.93875,0.7769964841788045,0.7640449438202248,0.7844429795649308,0.7986577181208053,0.7323076923076923,2015,87,60,238
