,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,smpl1,0.9254166666666667,0.7283641820910456,0.7145135566188199,0.7363576594345825,0.7516778523489933,0.6808510638297872,1997,105,74,224
