,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,mlp3,0.9379166666666666,0.7268150503444621,0.7390542907180385,0.720136518771331,0.7080536912751678,0.7728937728937729,2040,62,87,211
