,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,bilstm0,0.9375,0.7519280205655526,0.7499999999999999,0.7530120481927711,0.7550335570469798,0.7450331125827815,2025,77,73,225
