,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,mlp1maxabs,0.9391666666666667,0.7096686583378599,0.7335766423357664,0.6969486823855756,0.674496644295302,0.804,2053,49,97,201
