model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
rfc,0.9354166666666667,0.6230274693161894,0.6790890269151137,0.5954974582425562,0.5503355704697986,0.8864864864864865,2081,21,134,164
