,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,smpl0,0.9279166666666666,0.7434112381899552,0.7266982622432859,0.7531106745252127,0.7718120805369127,0.6865671641791045,1997,105,68,230
