,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,baseline,0.9366666666666666,0.6413733410271206,0.6923076923076924,0.6159942363112392,0.5738255033557047,0.8724489795918368,2077,25,127,171
