model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
knn,0.84875,0.6012847965738758,0.5433962264150943,0.6394316163410302,0.7248322147651006,0.4346076458752515,1821,281,82,216
