model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
dtc,0.9270833333333334,0.6247892074198987,0.6615087040618955,0.6059532246633593,0.5738255033557047,0.7808219178082192,2054,48,127,171
