,model,accuracy,F1.5-score,F1-score,F2-score,recall,precision,tn,fp,fn,tp
0,mlp2maxabs,0.93875,0.7148247978436657,0.7351351351351352,0.7039337474120083,0.6845637583892618,0.7937743190661478,2049,53,94,204
